"clicked","monthclust","value"
"Moderate Miscellanea/May-12","Casual Losers/Apr-12","42"
"Moderate Miscellanea/May-12","Casual Forum/Apr-12","3"
"Moderate Miscellanea/May-12","Moderate Miscellanea/Apr-12","124"
"Moderate Miscellanea/May-12","Moderate Farmers/Apr-12","40"
"Moderate Miscellanea/May-12","Forum/Apr-12","19"
"Moderate Miscellanea/May-12","Hardcore/Apr-12","92"
"Moderate Miscellanea/May-12","Hardcore/May-12","0"
"Moderate Miscellanea/May-12","Casual Forum/May-12","0"
"Moderate Miscellanea/May-12","Casual Winners/May-12","0"
"Moderate Miscellanea/May-12","Casual Losers/May-12","0"
"Moderate Miscellanea/May-12","Moderate Miscellanea/May-12","613"
"Moderate Miscellanea/May-12","Forum/May-12","0"
"Moderate Miscellanea/May-12","Moderate Farmers/May-12","0"
"Moderate Miscellanea/May-12","Hardcore/Jun-12","56"
"Moderate Miscellanea/May-12","Moderate Losers/Jun-12","68"
"Moderate Miscellanea/May-12","Moderate Miscellanea/Jun-12","96"
"Moderate Miscellanea/May-12","Casual Losers/Jun-12","58"
"Moderate Miscellanea/May-12","Moderate Farmers/Jun-12","24"
"Moderate Miscellanea/May-12","Forum/Jun-12","18"
"Moderate Miscellanea/May-12","Casual Winners/Jun-12","66"
"Moderate Miscellanea/May-12","Casual Winners/Jul-12","56"
"Moderate Miscellanea/May-12","Moderate Miscellanea/Jul-12","78"
"Moderate Miscellanea/May-12","Moderate Farmers/Jul-12","21"
"Moderate Miscellanea/May-12","Casual Losers/Jul-12","40"
"Moderate Miscellanea/May-12","Forum/Jul-12","12"
"Moderate Miscellanea/May-12","Hardcore/Jul-12","54"
"Moderate Miscellanea/May-12","Moderate Losers/Jul-12","25"
"Moderate Miscellanea/May-12","Hardcore/Aug-12","54"
"Moderate Miscellanea/May-12","Casual Losers/Aug-12","33"
"Moderate Miscellanea/May-12","Casual Winners/Aug-12","40"
"Moderate Miscellanea/May-12","Moderate Losers/Aug-12","27"
"Moderate Miscellanea/May-12","Moderate Winners/Aug-12","44"
"Moderate Miscellanea/May-12","Moderate Farmers/Aug-12","15"
"Moderate Miscellanea/May-12","Casual Winners/Sep-12","46"
"Moderate Miscellanea/May-12","Moderate Farmers/Sep-12","40"
"Moderate Miscellanea/May-12","Hardcore/Sep-12","40"
"Moderate Miscellanea/May-12","Casual Losers/Sep-12","26"
"Moderate Miscellanea/May-12","Moderate Losers/Sep-12","18"
"Moderate Miscellanea/May-12","Forum/Sep-12","11"
"Moderate Miscellanea/May-12","Hardcore/Oct-12","30"
"Moderate Miscellanea/May-12","Moderate Farmers/Oct-12","30"
"Moderate Miscellanea/May-12","Casual Losers/Oct-12","15"
"Moderate Miscellanea/May-12","Forum/Oct-12","9"
"Moderate Miscellanea/May-12","Casual Winners/Oct-12","27"
"Moderate Miscellanea/May-12","Moderate Miscellanea/Oct-12","33"
"Moderate Miscellanea/May-12","Casual/Nov-12","46"
"Moderate Miscellanea/May-12","Hardcore/Nov-12","30"
"Moderate Miscellanea/May-12","Moderate Farmers/Nov-12","29"
"Moderate Miscellanea/May-12","Moderate Miscellanea/Nov-12","17"
"Moderate Miscellanea/May-12","Forum/Nov-12","8"
"Moderate Miscellanea/May-12","Casual/Dec-12","14"
"Moderate Miscellanea/May-12","Moderate Farmers/Dec-12","8"
"Moderate Miscellanea/May-12","Moderate Miscellanea/Dec-12","10"
"Moderate Miscellanea/May-12","Hardcore/Dec-12","12"
"Moderate Miscellanea/May-12","Forum/Dec-12","3"
"Forum/May-12","Moderate Farmers/Nov-11","14"
"Forum/May-12","Casual Winners/Nov-11","13"
"Forum/May-12","Casual Losers/Nov-11","9"
"Forum/May-12","Forum/Nov-11","20"
"Forum/May-12","Moderate/Nov-11","21"
"Forum/May-12","Hardcore/Nov-11","54"
"Forum/May-12","Casual Winners/Dec-11","8"
"Forum/May-12","Casual Losers/Dec-11","9"
"Forum/May-12","Moderate Farmers/Dec-11","28"
"Forum/May-12","Hardcore/Dec-11","51"
"Forum/May-12","Forum/Dec-11","51"
"Forum/May-12","Moderate/Dec-11","14"
"Forum/May-12","Moderate Losers/Jan-12","11"
"Forum/May-12","Moderate Miscellanea/Jan-12","12"
"Forum/May-12","Casual Losers/Jan-12","5"
"Forum/May-12","Hardcore/Jan-12","41"
"Forum/May-12","Casual Winners/Jan-12","11"
"Forum/May-12","Forum/Jan-12","51"
"Forum/May-12","Moderate Farmers/Jan-12","7"
"Forum/May-12","Moderate Farmers/Feb-12","16"
"Forum/May-12","Moderate Losers/Feb-12","10"
"Forum/May-12","Casual Losers/Feb-12","8"
"Forum/May-12","Hardcore/Feb-12","27"
"Forum/May-12","Casual Winners/Feb-12","7"
"Forum/May-12","Forum/Feb-12","37"
"Forum/May-12","Casual Forum/Feb-12","22"
"Forum/May-12","Casual Forum/Mar-12","22"
"Forum/May-12","Casual Winners/Mar-12","9"
"Forum/May-12","Moderate Miscellanea/Mar-12","15"
"Forum/May-12","Casual Losers/Mar-12","11"
"Forum/May-12","Hardcore/Mar-12","28"
"Forum/May-12","Forum/Mar-12","34"
"Forum/May-12","Moderate Farmers/Mar-12","13"
"Forum/May-12","Casual Winners/Apr-12","8"
"Forum/May-12","Casual Losers/Apr-12","3"
"Forum/May-12","Casual Forum/Apr-12","22"
"Forum/May-12","Moderate Miscellanea/Apr-12","11"
"Forum/May-12","Moderate Farmers/Apr-12","4"
"Forum/May-12","Forum/Apr-12","68"
"Forum/May-12","Hardcore/Apr-12","34"
"Forum/May-12","Hardcore/May-12","0"
"Forum/May-12","Casual Forum/May-12","0"
"Forum/May-12","Casual Winners/May-12","0"
"Forum/May-12","Casual Losers/May-12","0"
"Forum/May-12","Moderate Miscellanea/May-12","0"
"Forum/May-12","Forum/May-12","193"
"Forum/May-12","Moderate Farmers/May-12","0"
"Forum/May-12","Hardcore/Jun-12","55"
"Forum/May-12","Moderate Losers/Jun-12","10"
"Forum/May-12","Moderate Miscellanea/Jun-12","15"
"Forum/May-12","Casual Losers/Jun-12","3"
"Forum/May-12","Moderate Farmers/Jun-12","8"
"Forum/May-12","Forum/Jun-12","83"
"Forum/May-12","Casual Winners/Jun-12","5"
"Forum/May-12","Casual Winners/Jul-12","14"
"Forum/May-12","Moderate Miscellanea/Jul-12","8"
"Forum/May-12","Moderate Farmers/Jul-12","9"
"Forum/May-12","Casual Losers/Jul-12","8"
"Forum/May-12","Forum/Jul-12","45"
"Forum/May-12","Hardcore/Jul-12","50"
"Forum/May-12","Moderate Losers/Jul-12","8"
"Forum/May-12","Hardcore/Aug-12","49"
"Forum/May-12","Casual Losers/Aug-12","8"
"Forum/May-12","Casual Winners/Aug-12","13"
"Forum/May-12","Moderate Losers/Aug-12","12"
"Forum/May-12","Moderate Winners/Aug-12","10"
"Forum/May-12","Moderate Farmers/Aug-12","13"
"Forum/May-12","Casual Winners/Sep-12","9"
"Forum/May-12","Moderate Farmers/Sep-12","25"
"Forum/May-12","Hardcore/Sep-12","21"
"Forum/May-12","Casual Losers/Sep-12","8"
"Forum/May-12","Moderate Losers/Sep-12","9"
"Forum/May-12","Forum/Sep-12","23"
"Forum/May-12","Hardcore/Oct-12","13"
"Forum/May-12","Moderate Farmers/Oct-12","13"
"Forum/May-12","Casual Losers/Oct-12","5"
"Forum/May-12","Forum/Oct-12","27"
"Forum/May-12","Casual Winners/Oct-12","10"
"Forum/May-12","Moderate Miscellanea/Oct-12","8"
"Forum/May-12","Casual/Nov-12","10"
"Forum/May-12","Hardcore/Nov-12","25"
"Forum/May-12","Moderate Farmers/Nov-12","14"
"Forum/May-12","Moderate Miscellanea/Nov-12","7"
"Forum/May-12","Forum/Nov-12","12"
"Forum/May-12","Casual/Dec-12","6"
"Forum/May-12","Moderate Farmers/Dec-12","7"
"Forum/May-12","Moderate Miscellanea/Dec-12","6"
"Forum/May-12","Hardcore/Dec-12","10"
"Forum/May-12","Forum/Dec-12","10"
"Moderate Farmers/May-12","Moderate Farmers/Nov-11","63"
"Moderate Farmers/May-12","Casual Winners/Nov-11","47"
"Moderate Farmers/May-12","Casual Losers/Nov-11","20"
"Moderate Farmers/May-12","Forum/Nov-11","8"
"Moderate Farmers/May-12","Moderate/Nov-11","36"
"Moderate Farmers/May-12","Hardcore/Nov-11","76"
"Moderate Farmers/May-12","Casual Winners/Dec-11","43"
"Moderate Farmers/May-12","Casual Losers/Dec-11","38"
"Moderate Farmers/May-12","Moderate Farmers/Dec-11","52"
"Moderate Farmers/May-12","Hardcore/Dec-11","126"
"Moderate Farmers/May-12","Forum/Dec-11","16"
"Moderate Farmers/May-12","Moderate/Dec-11","79"
"Moderate Farmers/May-12","Moderate Losers/Jan-12","43"
"Moderate Farmers/May-12","Moderate Miscellanea/Jan-12","31"
"Moderate Farmers/May-12","Casual Losers/Jan-12","25"
"Moderate Farmers/May-12","Hardcore/Jan-12","96"
"Moderate Farmers/May-12","Casual Winners/Jan-12","37"
"Moderate Farmers/May-12","Forum/Jan-12","15"
"Moderate Farmers/May-12","Moderate Farmers/Jan-12","53"
"Moderate Farmers/May-12","Moderate Farmers/Feb-12","77"
"Moderate Farmers/May-12","Moderate Losers/Feb-12","49"
"Moderate Farmers/May-12","Casual Losers/Feb-12","14"
"Moderate Farmers/May-12","Hardcore/Feb-12","73"
"Moderate Farmers/May-12","Casual Winners/Feb-12","36"
"Moderate Farmers/May-12","Forum/Feb-12","6"
"Moderate Farmers/May-12","Casual Forum/Feb-12","5"
"Moderate Farmers/May-12","Casual Forum/Mar-12","7"
"Moderate Farmers/May-12","Casual Winners/Mar-12","37"
"Moderate Farmers/May-12","Moderate Miscellanea/Mar-12","41"
"Moderate Farmers/May-12","Casual Losers/Mar-12","21"
"Moderate Farmers/May-12","Hardcore/Mar-12","85"
"Moderate Farmers/May-12","Forum/Mar-12","3"
"Moderate Farmers/May-12","Moderate Farmers/Mar-12","68"
"Moderate Farmers/May-12","Casual Winners/Apr-12","46"
"Moderate Farmers/May-12","Casual Losers/Apr-12","24"
"Moderate Farmers/May-12","Casual Forum/Apr-12","4"
"Moderate Farmers/May-12","Moderate Miscellanea/Apr-12","49"
"Moderate Farmers/May-12","Moderate Farmers/Apr-12","66"
"Moderate Farmers/May-12","Forum/Apr-12","9"
"Moderate Farmers/May-12","Hardcore/Apr-12","97"
"Moderate Farmers/May-12","Hardcore/May-12","0"
"Moderate Farmers/May-12","Casual Forum/May-12","0"
"Moderate Farmers/May-12","Casual Winners/May-12","0"
"Moderate Farmers/May-12","Casual Losers/May-12","0"
"Moderate Farmers/May-12","Moderate Miscellanea/May-12","0"
"Moderate Farmers/May-12","Forum/May-12","0"
"Moderate Farmers/May-12","Moderate Farmers/May-12","537"
"Moderate Farmers/May-12","Hardcore/Jun-12","58"
"Moderate Farmers/May-12","Moderate Losers/Jun-12","25"
"Moderate Farmers/May-12","Moderate Miscellanea/Jun-12","38"
"Moderate Farmers/May-12","Casual Losers/Jun-12","43"
"Moderate Farmers/May-12","Moderate Farmers/Jun-12","55"
"Moderate Farmers/May-12","Forum/Jun-12","8"
"Moderate Farmers/May-12","Casual Winners/Jun-12","45"
"Moderate Farmers/May-12","Casual Winners/Jul-12","31"
"Moderate Farmers/May-12","Moderate Miscellanea/Jul-12","19"
"Moderate Farmers/May-12","Moderate Farmers/Jul-12","42"
"Moderate Farmers/May-12","Casual Losers/Jul-12","21"
"Moderate Farmers/May-12","Forum/Jul-12","7"
"Moderate Farmers/May-12","Hardcore/Jul-12","47"
"Moderate Farmers/May-12","Moderate Losers/Jul-12","24"
"Moderate Farmers/May-12","Hardcore/Aug-12","35"
"Moderate Farmers/May-12","Casual Losers/Aug-12","15"
"Moderate Farmers/May-12","Casual Winners/Aug-12","12"
"Moderate Farmers/May-12","Moderate Losers/Aug-12","19"
"Moderate Farmers/May-12","Moderate Winners/Aug-12","34"
"Moderate Farmers/May-12","Moderate Farmers/Aug-12","30"
"Moderate Farmers/May-12","Casual Winners/Sep-12","23"
"Moderate Farmers/May-12","Moderate Farmers/Sep-12","39"
"Moderate Farmers/May-12","Hardcore/Sep-12","31"
"Moderate Farmers/May-12","Casual Losers/Sep-12","10"
"Moderate Farmers/May-12","Moderate Losers/Sep-12","17"
"Moderate Farmers/May-12","Forum/Sep-12","4"
"Moderate Farmers/May-12","Hardcore/Oct-12","35"
"Moderate Farmers/May-12","Moderate Farmers/Oct-12","42"
"Moderate Farmers/May-12","Casual Losers/Oct-12","9"
"Moderate Farmers/May-12","Forum/Oct-12","4"
"Moderate Farmers/May-12","Casual Winners/Oct-12","24"
"Moderate Farmers/May-12","Moderate Miscellanea/Oct-12","8"
"Moderate Farmers/May-12","Casual/Nov-12","16"
"Moderate Farmers/May-12","Hardcore/Nov-12","31"
"Moderate Farmers/May-12","Moderate Farmers/Nov-12","29"
"Moderate Farmers/May-12","Moderate Miscellanea/Nov-12","11"
"Moderate Farmers/May-12","Forum/Nov-12","3"
"Moderate Farmers/May-12","Casual/Dec-12","12"
"Moderate Farmers/May-12","Moderate Farmers/Dec-12","5"
"Moderate Farmers/May-12","Moderate Miscellanea/Dec-12","3"
"Moderate Farmers/May-12","Hardcore/Dec-12","8"
"Moderate Farmers/May-12","Forum/Dec-12","1"
"Hardcore/Jun-12","Moderate Farmers/Nov-11","57"
"Hardcore/Jun-12","Casual Winners/Nov-11","42"
"Hardcore/Jun-12","Casual Losers/Nov-11","28"
"Hardcore/Jun-12","Forum/Nov-11","18"
"Hardcore/Jun-12","Moderate/Nov-11","54"
"Hardcore/Jun-12","Hardcore/Nov-11","188"
"Hardcore/Jun-12","Casual Winners/Dec-11","28"
"Hardcore/Jun-12","Casual Losers/Dec-11","25"
"Hardcore/Jun-12","Moderate Farmers/Dec-11","75"
"Hardcore/Jun-12","Hardcore/Dec-11","254"
"Hardcore/Jun-12","Forum/Dec-11","49"
"Hardcore/Jun-12","Moderate/Dec-11","53"
"Hardcore/Jun-12","Moderate Losers/Jan-12","47"
"Hardcore/Jun-12","Moderate Miscellanea/Jan-12","52"
"Hardcore/Jun-12","Casual Losers/Jan-12","17"
"Hardcore/Jun-12","Hardcore/Jan-12","222"
"Hardcore/Jun-12","Casual Winners/Jan-12","27"
"Hardcore/Jun-12","Forum/Jan-12","31"
"Hardcore/Jun-12","Moderate Farmers/Jan-12","43"
"Hardcore/Jun-12","Moderate Farmers/Feb-12","72"
"Hardcore/Jun-12","Moderate Losers/Feb-12","46"
"Hardcore/Jun-12","Casual Losers/Feb-12","18"
"Hardcore/Jun-12","Hardcore/Feb-12","183"
"Hardcore/Jun-12","Casual Winners/Feb-12","19"
"Hardcore/Jun-12","Forum/Feb-12","29"
"Hardcore/Jun-12","Casual Forum/Feb-12","9"
"Hardcore/Jun-12","Casual Forum/Mar-12","8"
"Hardcore/Jun-12","Casual Winners/Mar-12","36"
"Hardcore/Jun-12","Moderate Miscellanea/Mar-12","49"
"Hardcore/Jun-12","Casual Losers/Mar-12","23"
"Hardcore/Jun-12","Hardcore/Mar-12","178"
"Hardcore/Jun-12","Forum/Mar-12","17"
"Hardcore/Jun-12","Moderate Farmers/Mar-12","51"
"Hardcore/Jun-12","Casual Winners/Apr-12","29"
"Hardcore/Jun-12","Casual Losers/Apr-12","32"
"Hardcore/Jun-12","Casual Forum/Apr-12","12"
"Hardcore/Jun-12","Moderate Miscellanea/Apr-12","68"
"Hardcore/Jun-12","Moderate Farmers/Apr-12","43"
"Hardcore/Jun-12","Forum/Apr-12","31"
"Hardcore/Jun-12","Hardcore/Apr-12","200"
"Hardcore/Jun-12","Hardcore/May-12","316"
"Hardcore/Jun-12","Casual Forum/May-12","14"
"Hardcore/Jun-12","Casual Winners/May-12","16"
"Hardcore/Jun-12","Casual Losers/May-12","18"
"Hardcore/Jun-12","Moderate Miscellanea/May-12","56"
"Hardcore/Jun-12","Forum/May-12","55"
"Hardcore/Jun-12","Moderate Farmers/May-12","58"
"Hardcore/Jun-12","Hardcore/Jun-12","665"
"Hardcore/Jun-12","Moderate Losers/Jun-12","0"
"Hardcore/Jun-12","Moderate Miscellanea/Jun-12","0"
"Hardcore/Jun-12","Casual Losers/Jun-12","0"
"Hardcore/Jun-12","Moderate Farmers/Jun-12","0"
"Hardcore/Jun-12","Forum/Jun-12","0"
"Hardcore/Jun-12","Casual Winners/Jun-12","0"
"Hardcore/Jun-12","Casual Winners/Jul-12","22"
"Hardcore/Jun-12","Moderate Miscellanea/Jul-12","83"
"Hardcore/Jun-12","Moderate Farmers/Jul-12","56"
"Hardcore/Jun-12","Casual Losers/Jul-12","23"
"Hardcore/Jun-12","Forum/Jul-12","15"
"Hardcore/Jun-12","Hardcore/Jul-12","273"
"Hardcore/Jun-12","Moderate Losers/Jul-12","52"
"Hardcore/Jun-12","Hardcore/Aug-12","189"
"Hardcore/Jun-12","Casual Losers/Aug-12","18"
"Hardcore/Jun-12","Casual Winners/Aug-12","25"
"Hardcore/Jun-12","Moderate Losers/Aug-12","42"
"Hardcore/Jun-12","Moderate Winners/Aug-12","52"
"Hardcore/Jun-12","Moderate Farmers/Aug-12","57"
"Hardcore/Jun-12","Casual Winners/Sep-12","28"
"Hardcore/Jun-12","Moderate Farmers/Sep-12","70"
"Hardcore/Jun-12","Hardcore/Sep-12","149"
"Hardcore/Jun-12","Casual Losers/Sep-12","13"
"Hardcore/Jun-12","Moderate Losers/Sep-12","28"
"Hardcore/Jun-12","Forum/Sep-12","21"
"Hardcore/Jun-12","Hardcore/Oct-12","121"
"Hardcore/Jun-12","Moderate Farmers/Oct-12","53"
"Hardcore/Jun-12","Casual Losers/Oct-12","10"
"Hardcore/Jun-12","Forum/Oct-12","15"
"Hardcore/Jun-12","Casual Winners/Oct-12","40"
"Hardcore/Jun-12","Moderate Miscellanea/Oct-12","38"
"Hardcore/Jun-12","Casual/Nov-12","31"
"Hardcore/Jun-12","Hardcore/Nov-12","122"
"Hardcore/Jun-12","Moderate Farmers/Nov-12","45"
"Hardcore/Jun-12","Moderate Miscellanea/Nov-12","26"
"Hardcore/Jun-12","Forum/Nov-12","11"
"Hardcore/Jun-12","Casual/Dec-12","19"
"Hardcore/Jun-12","Moderate Farmers/Dec-12","20"
"Hardcore/Jun-12","Moderate Miscellanea/Dec-12","25"
"Hardcore/Jun-12","Hardcore/Dec-12","47"
"Hardcore/Jun-12","Forum/Dec-12","6"
"Moderate Losers/Jun-12","Moderate Farmers/Nov-11","29"
"Moderate Losers/Jun-12","Casual Winners/Nov-11","28"
"Moderate Losers/Jun-12","Casual Losers/Nov-11","22"
"Moderate Losers/Jun-12","Forum/Nov-11","8"
"Moderate Losers/Jun-12","Moderate/Nov-11","36"
"Moderate Losers/Jun-12","Hardcore/Nov-11","57"
"Moderate Losers/Jun-12","Casual Winners/Dec-11","27"
"Moderate Losers/Jun-12","Casual Losers/Dec-11","35"
"Moderate Losers/Jun-12","Moderate Farmers/Dec-11","37"
"Moderate Losers/Jun-12","Hardcore/Dec-11","76"
"Moderate Losers/Jun-12","Forum/Dec-11","23"
"Moderate Losers/Jun-12","Moderate/Dec-11","33"
"Moderate Losers/Jun-12","Moderate Losers/Jan-12","28"
"Moderate Losers/Jun-12","Moderate Miscellanea/Jan-12","38"
"Moderate Losers/Jun-12","Casual Losers/Jan-12","18"
"Moderate Losers/Jun-12","Hardcore/Jan-12","59"
"Moderate Losers/Jun-12","Casual Winners/Jan-12","24"
"Moderate Losers/Jun-12","Forum/Jan-12","15"
"Moderate Losers/Jun-12","Moderate Farmers/Jan-12","26"
"Moderate Losers/Jun-12","Moderate Farmers/Feb-12","31"
"Moderate Losers/Jun-12","Moderate Losers/Feb-12","25"
"Moderate Losers/Jun-12","Casual Losers/Feb-12","22"
"Moderate Losers/Jun-12","Hardcore/Feb-12","58"
"Moderate Losers/Jun-12","Casual Winners/Feb-12","17"
"Moderate Losers/Jun-12","Forum/Feb-12","8"
"Moderate Losers/Jun-12","Casual Forum/Feb-12","4"
"Moderate Losers/Jun-12","Casual Forum/Mar-12","6"
"Moderate Losers/Jun-12","Casual Winners/Mar-12","24"
"Moderate Losers/Jun-12","Moderate Miscellanea/Mar-12","29"
"Moderate Losers/Jun-12","Casual Losers/Mar-12","21"
"Moderate Losers/Jun-12","Hardcore/Mar-12","56"
"Moderate Losers/Jun-12","Forum/Mar-12","6"
"Moderate Losers/Jun-12","Moderate Farmers/Mar-12","20"
"Moderate Losers/Jun-12","Casual Winners/Apr-12","27"
"Moderate Losers/Jun-12","Casual Losers/Apr-12","20"
"Moderate Losers/Jun-12","Casual Forum/Apr-12","5"
"Moderate Losers/Jun-12","Moderate Miscellanea/Apr-12","51"
"Moderate Losers/Jun-12","Moderate Farmers/Apr-12","20"
"Moderate Losers/Jun-12","Forum/Apr-12","16"
"Moderate Losers/Jun-12","Hardcore/Apr-12","50"
"Moderate Losers/Jun-12","Hardcore/May-12","79"
"Moderate Losers/Jun-12","Casual Forum/May-12","9"
"Moderate Losers/Jun-12","Casual Winners/May-12","27"
"Moderate Losers/Jun-12","Casual Losers/May-12","28"
"Moderate Losers/Jun-12","Moderate Miscellanea/May-12","68"
"Moderate Losers/Jun-12","Forum/May-12","10"
"Moderate Losers/Jun-12","Moderate Farmers/May-12","25"
"Moderate Losers/Jun-12","Hardcore/Jun-12","0"
"Moderate Losers/Jun-12","Moderate Losers/Jun-12","383"
"Moderate Losers/Jun-12","Moderate Miscellanea/Jun-12","0"
"Moderate Losers/Jun-12","Casual Losers/Jun-12","0"
"Moderate Losers/Jun-12","Moderate Farmers/Jun-12","0"
"Moderate Losers/Jun-12","Forum/Jun-12","0"
"Moderate Losers/Jun-12","Casual Winners/Jun-12","0"
"Moderate Losers/Jun-12","Casual Winners/Jul-12","29"
"Moderate Losers/Jun-12","Moderate Miscellanea/Jul-12","49"
"Moderate Losers/Jun-12","Moderate Farmers/Jul-12","19"
"Moderate Losers/Jun-12","Casual Losers/Jul-12","25"
"Moderate Losers/Jun-12","Forum/Jul-12","3"
"Moderate Losers/Jun-12","Hardcore/Jul-12","35"
"Moderate Losers/Jun-12","Moderate Losers/Jul-12","41"
"Moderate Losers/Jun-12","Hardcore/Aug-12","38"
"Moderate Losers/Jun-12","Casual Losers/Aug-12","19"
"Moderate Losers/Jun-12","Casual Winners/Aug-12","18"
"Moderate Losers/Jun-12","Moderate Losers/Aug-12","31"
"Moderate Losers/Jun-12","Moderate Winners/Aug-12","22"
"Moderate Losers/Jun-12","Moderate Farmers/Aug-12","16"
"Moderate Losers/Jun-12","Casual Winners/Sep-12","23"
"Moderate Losers/Jun-12","Moderate Farmers/Sep-12","24"
"Moderate Losers/Jun-12","Hardcore/Sep-12","31"
"Moderate Losers/Jun-12","Casual Losers/Sep-12","7"
"Moderate Losers/Jun-12","Moderate Losers/Sep-12","18"
"Moderate Losers/Jun-12","Forum/Sep-12","6"
"Moderate Losers/Jun-12","Hardcore/Oct-12","30"
"Moderate Losers/Jun-12","Moderate Farmers/Oct-12","22"
"Moderate Losers/Jun-12","Casual Losers/Oct-12","7"
"Moderate Losers/Jun-12","Forum/Oct-12","4"
"Moderate Losers/Jun-12","Casual Winners/Oct-12","21"
"Moderate Losers/Jun-12","Moderate Miscellanea/Oct-12","14"
"Moderate Losers/Jun-12","Casual/Nov-12","16"
"Moderate Losers/Jun-12","Hardcore/Nov-12","26"
"Moderate Losers/Jun-12","Moderate Farmers/Nov-12","22"
"Moderate Losers/Jun-12","Moderate Miscellanea/Nov-12","6"
"Moderate Losers/Jun-12","Forum/Nov-12","2"
"Moderate Losers/Jun-12","Casual/Dec-12","9"
"Moderate Losers/Jun-12","Moderate Farmers/Dec-12","9"
"Moderate Losers/Jun-12","Moderate Miscellanea/Dec-12","3"
"Moderate Losers/Jun-12","Hardcore/Dec-12","8"
"Moderate Losers/Jun-12","Forum/Dec-12","0"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Nov-11","28"
"Moderate Miscellanea/Jun-12","Casual Winners/Nov-11","33"
"Moderate Miscellanea/Jun-12","Casual Losers/Nov-11","19"
"Moderate Miscellanea/Jun-12","Forum/Nov-11","10"
"Moderate Miscellanea/Jun-12","Moderate/Nov-11","46"
"Moderate Miscellanea/Jun-12","Hardcore/Nov-11","50"
"Moderate Miscellanea/Jun-12","Casual Winners/Dec-11","28"
"Moderate Miscellanea/Jun-12","Casual Losers/Dec-11","27"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Dec-11","72"
"Moderate Miscellanea/Jun-12","Hardcore/Dec-11","59"
"Moderate Miscellanea/Jun-12","Forum/Dec-11","29"
"Moderate Miscellanea/Jun-12","Moderate/Dec-11","33"
"Moderate Miscellanea/Jun-12","Moderate Losers/Jan-12","17"
"Moderate Miscellanea/Jun-12","Moderate Miscellanea/Jan-12","46"
"Moderate Miscellanea/Jun-12","Casual Losers/Jan-12","23"
"Moderate Miscellanea/Jun-12","Hardcore/Jan-12","65"
"Moderate Miscellanea/Jun-12","Casual Winners/Jan-12","31"
"Moderate Miscellanea/Jun-12","Forum/Jan-12","19"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Jan-12","23"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Feb-12","34"
"Moderate Miscellanea/Jun-12","Moderate Losers/Feb-12","44"
"Moderate Miscellanea/Jun-12","Casual Losers/Feb-12","20"
"Moderate Miscellanea/Jun-12","Hardcore/Feb-12","55"
"Moderate Miscellanea/Jun-12","Casual Winners/Feb-12","29"
"Moderate Miscellanea/Jun-12","Forum/Feb-12","12"
"Moderate Miscellanea/Jun-12","Casual Forum/Feb-12","5"
"Moderate Miscellanea/Jun-12","Casual Forum/Mar-12","4"
"Moderate Miscellanea/Jun-12","Casual Winners/Mar-12","36"
"Moderate Miscellanea/Jun-12","Moderate Miscellanea/Mar-12","56"
"Moderate Miscellanea/Jun-12","Casual Losers/Mar-12","26"
"Moderate Miscellanea/Jun-12","Hardcore/Mar-12","47"
"Moderate Miscellanea/Jun-12","Forum/Mar-12","9"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Mar-12","23"
"Moderate Miscellanea/Jun-12","Casual Winners/Apr-12","49"
"Moderate Miscellanea/Jun-12","Casual Losers/Apr-12","17"
"Moderate Miscellanea/Jun-12","Casual Forum/Apr-12","4"
"Moderate Miscellanea/Jun-12","Moderate Miscellanea/Apr-12","73"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Apr-12","28"
"Moderate Miscellanea/Jun-12","Forum/Apr-12","11"
"Moderate Miscellanea/Jun-12","Hardcore/Apr-12","58"
"Moderate Miscellanea/Jun-12","Hardcore/May-12","75"
"Moderate Miscellanea/Jun-12","Casual Forum/May-12","10"
"Moderate Miscellanea/Jun-12","Casual Winners/May-12","42"
"Moderate Miscellanea/Jun-12","Casual Losers/May-12","24"
"Moderate Miscellanea/Jun-12","Moderate Miscellanea/May-12","96"
"Moderate Miscellanea/Jun-12","Forum/May-12","15"
"Moderate Miscellanea/Jun-12","Moderate Farmers/May-12","38"
"Moderate Miscellanea/Jun-12","Hardcore/Jun-12","0"
"Moderate Miscellanea/Jun-12","Moderate Losers/Jun-12","0"
"Moderate Miscellanea/Jun-12","Moderate Miscellanea/Jun-12","394"
"Moderate Miscellanea/Jun-12","Casual Losers/Jun-12","0"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Jun-12","0"
"Moderate Miscellanea/Jun-12","Forum/Jun-12","0"
"Moderate Miscellanea/Jun-12","Casual Winners/Jun-12","0"
"Moderate Miscellanea/Jun-12","Casual Winners/Jul-12","56"
"Moderate Miscellanea/Jun-12","Moderate Miscellanea/Jul-12","72"
"Moderate Miscellanea/Jun-12","Moderate Farmers/Jul-12","22"
"Moderate Miscellanea/Jun-12","Casual Losers/Jul-12","30"
"Moderate Miscellanea/Jun-12","Forum/Jul-12","7"
